Category,Test ID,User Story ID,Test Case Name,API Endpoint,HTTP Method,Test Type,Priority,Pre-Conditions,Request Headers,Request Body,Expected Status Code,Expected Response Fields,Test Steps,Validation Points,AUTOMATED
TestCase6: Cart,TC-CART-007,US-CART-005,Verify user can clear entire cart,/api/cart,DELETE,Functional,High,User logged in with items in cart,Authorization: Bearer <user_token>,None,200,success=true | message='Cart cleared successfully',1. Login as user | 2. Add multiple items | 3. Send DELETE | 4. Verify cart empty,Status code is 200 | Response is valid JSON | success is true | message is 'Cart cleared successfully' | Subsequent GET returns empty cart,y
TestCase6: Cart,TC-CART-008,US-CART-005,Verify clear cart on already empty cart,/api/cart,DELETE,Functional,Low,User logged in with empty cart,Authorization: Bearer <user_token>,None,200,success=true | message='Cart cleared successfully',1. Login as user | 2. Ensure cart empty | 3. Send DELETE | 4. Verify success,Status code is 200 | Response is valid JSON | success is true,y
TestCase6: Cart,TC-CART-009,US-CART-002,Verify empty cart returns empty array,/api/cart,GET,Functional,Medium,User logged in with empty cart so this test case came after TC-CART-005,Authorization: Bearer <user_token>,None,200,success=true | data=[] | count=0 | total=0,1. Login as user | 2. Clear cart | 3. Send GET | 4. Verify empty,Status code is 200 | Response is valid JSON | success is true | data is empty array | count is 0 | total is 0,y
TestCase6: Cart,TC-CART-010,US-CART-004,Verify user can remove item from cart,/api/cart/items/{id},DELETE,Functional,High,"User logged in with item in cart, so add product to cart first : US-CART-001",Authorization: Bearer <user_token>,None,200,success=true | message='Item removed from cart successfully' | data={removed item},1. Login as user | 2. Add item to cart | 3. Send DELETE | 4. Verify removed,Status code is 200 | Response is valid JSON | success is true | message is 'Item removed from cart successfully' | data has removed item details | Subsequent GET shows item removed,y
TestCase6: Cart,TC-CART-011,US-CART-004,Verify remove cart item fails for non-existent item,/api/cart/items/{id},DELETE,Negative,Medium,User logged in,Authorization: Bearer <user_token>,None,404,success=false | error='Cart item not found',1. Login as user | 2. Send DELETE with invalid ID | 3. Verify error,Status code is 404 | Response is valid JSON | success is false | error is 'Cart item not found',y
TestCase6: Cart,TC-CART-012,US-CART-001,Verify user cannot access another user's cart,/api/cart,GET,Security,High,Two users logged in with carts,Authorization: Bearer <user1_token>,None,200,success=true | data=[user1 cart only],1. User1 adds items to cart | 2. User2 adds items to cart | 3. User1 gets cart | 4. Verify only user1 items,Status code is 200 | data contains only user1 cart items | Cannot see user2 items,y
TestCase7: Orders,TC-ORD-001,US-ORD-001,Verify user can create order from cart,/api/orders,POST,Functional,High,User logged in with items in cart,Authorization: Bearer <user_token>,"{""shipping_address"": ""123 Test St, City, State""}",201,"success=true | message='Order created successfully' | data={id,user_id,items=[],total_amount,shipping_address,status='pending',created_at}",1. Login as user | 2. Add items to cart | 3. Send POST to create order | 4. Verify order created and cart cleared,Status code is 201 | Response is valid JSON | success is true | message is 'Order created successfully' | data has id/user_id/items/total_amount/shipping_address/status/created_at | items match cart | status is 'pending' | Cart is now empty,y
TestCase7: Orders,TC-ORD-002,US-ORD-001,Verify create order fails with empty cart,/api/orders,POST,Negative,High,User logged in with empty cart,Authorization: Bearer <user_token>,"{""shipping_address"": ""123 Test St""}",400,success=false | error='Cart is empty',1. Login as user | 2. Clear cart | 3. Send POST to create order | 4. Verify error,Status code is 400 | Response is valid JSON | success is false | error is 'Cart is empty',y
TestCase7: Orders,TC-ORD-003,US-ORD-001,Verify create order fails without shipping address,/api/orders,POST,Negative,Medium,User logged in with items in cart,Authorization: Bearer <user_token>,{},400,"""error"": ""Shipping address is required"",
    ""success"": false",1. Login as user | 2. Add items to cart | 3. Send POST without address | 4. Verify error,Status code is 400 | Response is valid JSON | success is false | error indicates missing shipping_address,y
TestCase7: Orders,TC-ORD-004,US-ORD-002,Verify user can view all their orders,/api/orders,GET,Functional,High,User logged in with orders,Authorization: Bearer <user_token>,None,200,success=true | data=[orders] | count,1. Login as user | 2. Create orders | 3. Send GET | 4. Verify orders,Status code is 200 | Response is valid JSON | success is true | data is array | count matches data length | Each order has id/user_id/items/total_amount/shipping_address/status/created_at | All orders belong to current user,y
TestCase7: Orders,TC-ORD-005,US-ORD-002,Verify empty orders returns empty array,/api/orders,GET,Functional,Medium,User logged in without orders,Authorization: Bearer <user_token>,None,200,success=true | data=[] | count=0,1. Login as new user | 2. Send GET | 3. Verify empty,Status code is 200 | Response is valid JSON | data is empty array | count is 0,y
TestCase7: Orders,TC-ORD-006,US-ORD-003,Verify user can get order by ID,/api/orders/{id},GET,Functional,High,User logged in and order exists,Authorization: Bearer <user_token>,None,200,success=true | data={complete order},1. Login as user | 2. Create order | 3. Send GET for specific order | 4. Verify details,Status code is 200 | Response is valid JSON | success is true | data has complete order info | Order ID matches request | items array has product details,y
TestCase7: Orders,TC-ORD-007,US-ORD-003,Verify get order fails for non-existent order,/api/orders/{id},GET,Negative,Medium,User logged in,Authorization: Bearer <user_token>,None,404,success=false | error='Order not found',1. Login as user | 2. Send GET with invalid order ID | 3. Verify error,Status code is 404 | Response is valid JSON | success is false | error is 'Order not found',y
TestCase7: Orders,TC-ORD-008,US-ORD-003,Verify user cannot access another user's order,/api/orders/{id},GET,Security,High,try orderid like : 31 of another user,Authorization: Bearer <user1_token>,None,403,"""error"": ""Unauthorized"",
    ""success"": false",1. User2 creates order | 2. User1 tries to access | 3. Verify access denied,Status code is 403 | Response is valid JSON | success is false,y
TestCase7: Orders,TC-ORD-009,US-ORD-004,Verify user can update order shipping address,/api/orders/{id},PUT,Functional,High,User logged in and order exists,Authorization: Bearer <user_token>,"""shipping_address"": ""456 alex iti, City, State 1234""
",200,success=true | message='Order updated successfully' | data={updated order with updated_at},1. Login as user | 2. Create order | 3. Send PUT to update address | 4. Verify updated,Status code is 200 | Response is valid JSON | success is true | message is 'Order updated successfully' | data.shipping_address matches new value | updated_at present,y
TestCase7: Orders,TC-ORD-010,US-ORD-004,Verify update order fails for non-existent order,/api/orders/{id},PUT,Negative,Medium,User logged in,Authorization: Bearer <user_token>,"""shipping_address"": ""456 alex iti, City, State 1234""
",404,success=false | error='Order not found',1. Login as user | 2. Send PUT with invalid order ID | 3. Verify error,Status code is 404 | Response is valid JSON | success is false | error is 'Order not found',y
TestCase7: Orders,TC-ORD-011,US-ORD-005,Verify admin can update order status,/api/orders/{id}/status,PUT,Functional,High,Admin logged in and order exists,Authorization: Bearer <admin_token>,"{""status"": ""processing""}",200,success=true | message='Order status updated successfully' | data={updated order},1. Login as admin | 2. Create order | 3. Send PUT to update status | 4. Verify updated,Status code is 200 | Response is valid JSON | success is true | message is 'Order status updated successfully' | data.status is 'processing' | updated_at present,y
TestCase7: Orders,TC-ORD-012,US-ORD-005,Verify admin can update order status with same statue twice,/api/orders/{id}/status,PUT,Security,High,Order Updated Once like TC-ORD-011,Authorization: Bearer <admin_token>,"{""status"": ""processing""}",200,"success=true | ""message"": ""Order status unchanged"" | data={updated order}",1. Login as admin | 2. Create order | 3. Send PUT to update status | 4. Verify updated,Status code is 200 | Response is valid JSON | success is true | message is 'Order status updated successfully' | data.status is 'processing' | updated_at present,y
TestCase7: Orders,TC-ORD-013,US-ORD-005,Verify update status with all valid statuses,/api/orders/{id}/status,PUT,Functional,High,Admin logged in and orders exist,Authorization: Bearer <admin_token>,"{""status"": ""<pending|shipped|delivered|cancelled>""}",200 or 400,"pending : 
    ""error"": ""Cannot transition from processing to pending. Allowed: shipped, cancelled"",
    ""success"": false
shipped:
""message"": ""Order status updated successfully"",
    ""success"": true
delivered:
  ""message"": ""Order status updated successfully"",
    ""success"": true
cancelled:
    ""error"": ""Cannot transition from delivered to cancelled. Allowed: "",
    ""success"": false",1. Login as admin | 2. For each status create order | 3. Update to each valid status | 4. Verify all work,"Status code is 200 or 400
pending : 
    ""error"": ""Cannot transition from processing to pending. Allowed: shipped, cancelled"",
    ""success"": false
shipped:
""message"": ""Order status updated successfully"",
    ""success"": true
delivered:
  ""message"": ""Order status updated successfully"",
    ""success"": true
cancelled:
    ""error"": ""Cannot transition from delivered to cancelled. Allowed: "",
    ""success"": false",y
TestCase7: Orders,TC-ORD-014,US-ORD-005,Verify update status fails with invalid status,/api/orders/{id}/status,PUT,Negative,Medium,Admin logged in and order exists,Authorization: Bearer <admin_token>,"{""status"": ""invalid_status""}",400,"   ""error"": ""Invalid status"",
    ""success"": false",1. Login as admin | 2. Send PUT with invalid status | 3. Verify error,Status code is 400 | Response is valid JSON | success is false | error indicates invalid status,y
TestCase7: Orders,TC-ORD-015,US-ORD-005,Verify non-admin cannot update order status,/api/orders/{id}/status,PUT,Security,High,Regular user logged in and order exists,Authorization: Bearer <user_token>,"{""status"": ""shipped""}",403," ""error"": ""Admin privileges required"",
    ""success"": false",1. Login as user | 2. Send PUT to update status | 3. Verify access denied,Status code is 403 | Response is valid JSON | success is false,y
TestCase7: Orders,TC-ORD-016,US-ORD-006,Verify user can cancel pending order,/api/orders/{id},DELETE,Functional,High,User logged in with pending order so create new order,Authorization: Bearer <user_token>,None,200,"success=true | message='Order cancelled successfully. Items restored to cart.' | data={cancelled order with cancelled_at,cart_restored=true} | items_restored",1. Login as user | 2. Create order | 3. Send DELETE | 4. Verify cancelled and items in cart,Status code is 200 | Response is valid JSON | success is true | message contains 'Items restored to cart' | data.status is 'cancelled' | data.cancelled_at is timestamp | data.cart_restored is true | items_restored count present | Cart contains order items,y
TestCase7: Orders,TC-ORD-017,US-ORD-006,Verify user cancel order fails for non-pending status,/api/orders/{id},DELETE,Negative,Medium,User logged in with processed order so make order first and convert it to processing,Authorization: Bearer <user_token>,None,400,"    ""error"": ""Cannot cancel this order. Allowed statuses: pending"",
    ""success"": false",1. Login as user | 2. Create order | 3. Admin updates to 'processing' | 4. User tries to cancel | 5. Verify error,Status code is 400 | Response is valid JSON | success is false | error is 'Cannot cancel this order',y
TestCase7: Orders,TC-ORD-018,US-ORD-006,Verify cancel order fails for non-existent order,/api/orders/{id},DELETE,Negative,Medium,User logged in,Authorization: Bearer <user_token>,None,404,success=false | error,1. Login as user | 2. Send DELETE with invalid order ID | 3. Verify error,Status code is 404 | Response is valid JSON | success is false,y
TestCase7: Orders,TC-ORD-019,US-ORD-007,Verify get orders by status,/api/orders/status/cancelled,GET,Functional,Medium,User logged in with cancelled orders,Authorization: Bearer <user_token>,None,200,success=true | data=[orders with status] | count,1. Login as user | 2. Create and cancel orders | 3. Send GET with status | 4. Verify filtered,Status code is 200 | Response is valid JSON | success is true | data is array | count matches array length | All orders have status='cancelled',y
TestCase7: Orders,TC-ORD-020,US-ORD-007,Verify get orders by each status type,/api/orders/status/{status},GET,Functional,Medium,User logged in with orders in various statuses,Authorization: Bearer <user_token>,None,200,success=true | data=[filtered orders],1. Login as user | 2. Create orders with different statuses | 3. For each status GET orders | 4. Verify filtering,Status code is 200 | Each request returns only matching status orders,y
TestCase7: Orders,TC-ORD-021,US-ORD-008,Verify admin can export orders within date range,/api/export/orders?start_date=2025-10-01&end_date=2025-10-31,GET,Functional,High,Admin logged in and orders exist in range,Authorization: Bearer <admin_token>,None,200,"success=true | data={orders=[],total_orders,period={start_date,end_date},export_date}",1. Login as admin | 2. Send GET with date range | 3. Verify filtered orders exported,Status code is 200 | Response is valid JSON | success is true | data.orders is array | data.total_orders matches array length | data.period has start_date and end_date | data.export_date is timestamp | All orders are within date range,y
TestCase7: Orders,TC-ORD-022,US-ORD-008,Verify export orders without date range returns all,/api/export/orders,GET,Functional,Medium,Admin logged in and orders exist,Authorization: Bearer <admin_token>,None,200,"success=true | data={orders=[all orders],total_orders,export_date}",1. Login as admin | 2. Send GET without date params | 3. Verify all orders exported,Status code is 200 | Response is valid JSON | data.orders contains all orders in system,y
TestCase7: Orders,TC-ORD-023,US-ORD-008,Verify export orders fails without admin,/api/export/orders,GET,Security,High,Regular user logged in,Authorization: Bearer <user_token>,None,403,"""error"": ""Admin privileges required"",
    ""success"": false",1. Login as user | 2. Send GET to export | 3. Verify access denied,Status code is 403 | Response is valid JSON | success is false,y
TestCase8: Reviews,TC-REV-001,US-REV-001,Verify user can create product review,/api/reviews,POST,Functional,High,"User logged in and product exists
product_id from create prdouct request",Authorization: Bearer <user_token>,"{""product_id"": {{PRODUCT_ID}}, ""rating"": 4, ""comment"": ""Excellent product!""}",201,"success=true | message='Review created successfully' | data={id,product_id,user_id,rating,comment,created_at}",1. Login as user | 2. Send POST with review data | 3. Verify review created,Status code is 201 | Response is valid JSON | success is true | message is 'Review created successfully' | data has id/product_id/user_id/rating/comment/created_at | rating and comment match input,y
TestCase8: Reviews,TC-REV-002,US-REV-001,Verify create review fails for non-existent product,/api/reviews,POST,Negative,Medium,User logged in,Authorization: Bearer <user_token>,"{""product_id"": 99999, ""rating"": 5, ""comment"": ""Great""}",404,success=false | error='Product not found',1. Login as user | 2. Send POST with invalid product_id | 3. Verify error,Status code is 404 | Response is valid JSON | success is false | error is 'Product not found',y
TestCase8: Reviews,TC-REV-003,US-REV-001,Verify user cannot review same product twice,/api/reviews,POST,Negative,Medium,User logged in and already reviewed product,Authorization: Bearer <user_token>,"{""product_id"": {{PRODUCT_ID}}, ""rating"": 5, ""comment"": ""Another review""}",400,success=false | error='You have already reviewed this product',1. Login as user | 2. Create review | 3. Try creating another review for same product | 4. Verify error,Status code is 400 | Response is valid JSON | success is false | error is 'You have already reviewed this product',y
TestCase8: Reviews,TC-REV-004,US-REV-001,Verify create review fails with invalid rating,/api/reviews,POST,Negative,Medium,User logged in and product exists,Authorization: Bearer <user_token>,"{""product_id"": 1, ""rating"": 6, ""comment"": ""Test""}",400,"""error"": ""Rating must be between 1 and 5"",
    ""success"": false
",1. Login as user | 2. Send POST with rating > 5 | 3. Verify validation error,Status code is 400 | Response is valid JSON | success is false | error indicates invalid rating,y
TestCase8: Reviews,TC-REV-005,US-REV-002,Verify get product reviews with average rating,/api/products/{id}/reviews,GET,Functional,High,Product exists with reviews,Content-Type: application/json,None,200,"success=true | data=[reviews] | count | average_rating | ""comment"": ""Excellent product!"" from TC_REV_001",1. Send GET for product reviews | 2. Verify reviews and average,Status code is 200 | Response is valid JSON | success is true | data is array | count matches array length | average_rating is calculated correctly | Each review has id/product_id/user_id/rating/comment/created_at,y
TestCase8: Reviews,TC-REV-006,US-REV-002,Verify get reviews returns empty for product without reviews,/api/products/{id}/reviews,GET,Functional,Medium,Product exists without reviews,Content-Type: application/json,None,200,success=true | data=[] | count=0 | average_rating=0 or null,1. Send GET for product without reviews | 2. Verify empty result,Status code is 200 | Response is valid JSON | data is empty array | count is 0 | average_rating is 0 or null,y
TestCase8: Reviews,TC-REV-007,US-REV-003,Verify user can check review status for product,/api/products/{id}/reviews/check,GET,Functional,Medium,User logged in and product exists,Authorization: Bearer <user_token>,None,200,success=true | has_reviewed=true/false | review={review object or null},1. Login as user | 2. Send GET to check status | 3. Verify status,Status code is 200 | Response is valid JSON | success is true | has_reviewed is boolean | If has_reviewed=true review object present | If has_reviewed=false review is null,y
TestCase8: Reviews,TC-REV-008,US-REV-003,Verify check review status before and after reviewing,/api/products/{id}/reviews/check,GET,Functional,Medium,User logged in and product exists,Authorization: Bearer <user_token>,None,200,success=true | has_reviewed | review,1. Login as user | 2. Check status (should be false) | 3. Create review | 4. Check status again (should be true) | 5. Verify both,Both requests return 200 | First has_reviewed is false | Second has_reviewed is true | Second review object present,y
TestCase9: Stats & Analytics,TC-STAT-001,US-STAT-001,Verify admin can get dashboard statistics,/api/stats,GET,Functional,High,Admin logged in,Authorization: Bearer <admin_token>,None,200,"success=true | data={total_users,total_products,total_orders,total_revenue,pending_orders,total_reviews,low_stock_products}",1. Login as admin | 2. Send GET to stats | 3. Verify statistics,Status code is 200 | Response is valid JSON | success is true | data has total_users/total_products/total_orders/total_revenue/pending_orders/total_reviews/low_stock_products | All values are numbers | Values reflect actual system state,y
TestCase9: Stats & Analytics,TC-STAT-002,US-STAT-001,Verify non-admin cannot access statistics,/api/stats,GET,Security,High,Regular user logged in,Authorization: Bearer <user_token>,None,403,"""error"": ""Admin privileges required"",
    ""success"": false",1. Login as user | 2. Send GET to stats | 3. Verify access denied,Status code is 403 | Response is valid JSON | success is false,y
TestCase9: Stats & Analytics,TC-STAT-003,US-STAT-002,Verify admin can get dashboard analytics,/api/analytics/dashboard,GET,Functional,High,Admin logged in,Authorization: Bearer <admin_token>,None,200,"success=true | data={monthly_revenue,popular_products=[],page_views_data=[]}",1. Login as admin | 2. Send GET to analytics dashboard | 3. Verify analytics data,Status code is 200 | Response is valid JSON | success is true | data has monthly_revenue | popular_products array contains product objects with orders and views | page_views_data array contains date and views for last 7 days,y
TestCase9: Stats & Analytics,TC-STAT-004,US-STAT-002,Verify non-admin cannot access dashboard analytics,/api/analytics/dashboard,GET,Security,Medium,Regular user logged in,Authorization: Bearer <user_token>,None,403,"""error"": ""Admin privileges required"",
    ""success"": false",1. Login as user | 2. Send GET to analytics dashboard | 3. Verify access denied,Status code is 403 | Response is valid JSON | success is false,y
TestCase9: Stats & Analytics,TC-STAT-005,US-STAT-003,Verify admin can get sales reports,/api/analytics/reports/sales,GET,Functional,High,Admin logged in,Authorization: Bearer <admin_token>,None,200,success=true | data={sales report data},1. Login as admin | 2. Send GET to sales report | 3. Verify report data,Status code is 200 | Response is valid JSON | success is true | data contains sales metrics and trends,y
TestCase9: Stats & Analytics,TC-STAT-006,US-STAT-003,Verify non-admin cannot access sales reports,/api/analytics/reports/sales,GET,Security,High,Regular user logged in,Authorization: Bearer <user_token>,None,403,success=false | error,1. Login as user | 2. Send GET to sales reports | 3. Verify access denied,Status code is 403 | Response is valid JSON | success is false,y
TestCase10: Help Center,TC-HELP-001,US-HELP-004,Verify admin can create help article,/api/help,POST,Functional,Medium,Admin logged in,Authorization: Bearer <admin_token>,"   ""question"": ""How to track my order2?"",
    ""answer"": ""Use the orders page to check status2."",
    ""category"": ""Orders2""",201,"    ""message"": ""Article created successfully"",
    ""success"": true",1. Login as admin | 2. Send POST with article data | 3. Verify created,Status code is 201 | Response is valid JSON | success is true | message is 'Help article created successfully',y
TestCase10: Help Center,TC-HELP-002,US-HELP-004,Verify create help article fails without admin,/api/help,POST,Security,Medium,Regular user logged in,Authorization: Bearer <user_token>,"   ""question"": ""How to track my order2?"",
    ""answer"": ""Use the orders page to check status2."",
    ""category"": ""Orders2""",403,"""error"": ""Admin privileges required"",
    ""success"": false",1. Login as user | 2. Send POST | 3. Verify access denied,Status code is 403 | Response is valid JSON | success is false,y
TestCase10: Help Center,TC-HELP-003,US-HELP-005,Verify admin can update help article,/api/help/{id},PUT,Functional,Medium,Admin logged in and article exists,Authorization: Bearer <admin_token>,"   ""question"": ""How to track my order2?"",
    ""answer"": ""Use the orders page to check status2."",
    ""category"": ""Orders2""",200,"    ""message"": ""Article updated successfully"",
    ""success"": true",1. Login as admin | 2. Create article | 3. Send PUT with updates | 4. Verify updated,Status code is 200 | Response is valid JSON | success is true | message is 'Help article updated successfully' | data reflects updates,y
TestCase10: Help Center,TC-HELP-004,US-HELP-005,Verify update help article fails for non-existent article,/api/help/{id},PUT,Negative,Low,Admin logged in,Authorization: Bearer <admin_token>,"   ""question"": ""How to track my order2?"",
    ""answer"": ""Use the orders page to check status2."",
    ""category"": ""Orders2""",404,"    ""error"": ""Article not found"",
    ""success"": false",1. Login as admin | 2. Send PUT with invalid article ID | 3. Verify error,Status code is 404 | Response is valid JSON | success is false,y
TestCase10: Help Center,TC-HELP-005,US-HELP-001,Verify get all help articles,/api/help,GET,Functional,Medium,Help articles exist,Content-Type: application/json,None,200,success=true | data=[articles] | count,1. Send GET to help endpoint | 2. Verify articles returned,Status code is 200 | Response is valid JSON | success is true | data is array | count matches array length | Each article has id/title/content/category/helpful_count,y
TestCase10: Help Center,TC-HELP-006,US-HELP-002,Verify get help categories,/api/help/categories,GET,Functional,Medium,Help categories exist,Content-Type: application/json,None,200,success=true | data=[categories],1. Send GET to help categories | 2. Verify categories returned,Status code is 200 | Response is valid JSON | success is true | data is array of categories,y
TestCase10: Help Center,TC-HELP-007,US-HELP-003,Verify get specific help article from previous tests,/api/help/{id},GET,Functional,Medium,Help article exists,Content-Type: application/json,None,200,success=true | data={article object},1. Send GET for specific article | 2. Verify article details,Status code is 200 | Response is valid JSON | success is true | data contains complete article info,y
TestCase10: Help Center,TC-HELP-008,US-HELP-003,Verify get help article fails for non-existent ID,/api/help/{id},GET,Negative,Low,None,Content-Type: application/json,None,404,"    ""error"": ""Article not found"",
    ""success"": false",1. Send GET with invalid article ID | 2. Verify error,Status code is 404 | Response is valid JSON | success is false,y
TestCase10: Help Center,TC-HELP-009,US-HELP-006,Verify user can mark article as helpful,/api/help/{id}/helpful,POST,Functional,Low,User logged in and article exists we can create new article,Authorization: Bearer <user_token>,None,200,"  ""message"": ""Thank you for your feedback!"",
    ""success"": true",1. Login as user | 2. Send POST to mark helpful | 3. Verify helpful count increased,Status code is 200 | Response is valid JSON | success is true | message is 'Article marked as helpful' | helpful_count increased by 1,y
TestCase10: Help Center,TC-HELP-010,US-HELP-006,Verify user can mark article as helpful twice,/api/help/{id}/helpful,POST,Security,Medium,User logged in and article id already marked,Authorization: Bearer <user_token>,None,400,"   ""already_helpful"": true,
    ""error"": ""You have already marked this article as helpful"",
    ""success"": false",1. Login as user | 2. Send POST to mark helpful | 3. Verify helpful count increased,Status code is 400| Response is valid JSON | success is false | erroris 'You have already marked this article as helpful | already_helpful=true,y
TestCase10: Help Center,TC-HELP-011,US-HELP-006,Verify mark helpful fails for non-existent article,/api/help/{id}/helpful,POST,Negative,Low,User logged in,Authorization: Bearer <user_token>,None,404,"  ""success"": false,
    ""error"": ""Article not found""",1. Login as user | 2. Send POST with invalid article ID | 3. Verify error,Status code is 404 | Response is valid JSON | success is false,y
TestCase11: Contact,TC-CONT-001,US-CONT-001,Verify user can submit contact message,/api/contact,POST,Functional,High,User logged in or anonymous,Authorization: Bearer <user_token>,"{""name"": ""Test User"", ""email"": ""test@example.com"", ""subject"": ""Test Subject"", ""message"": ""Test message content""}",201,"success=true | message='Your message has been submitted successfully. We will get back to you soon!' | data={id,name,email,subject,message,status,created_at}",1. Login as user (optional) | 2. Send POST with contact data | 3. Verify submitted,Status code is 201 | Response is valid JSON | success is true | message is 'Your message has been submitted successfully. We will get back to you soon!' | data has id/name/email/subject/message/status/created_at,y
TestCase11: Contact,TC-CONT-002,US-CONT-001,Verify submit contact fails with missing required fields,/api/contact,POST,Negative,Medium,None,Content-Type: application/json,"{""name"": ""Test""}",400,"    ""error"": ""Name, email, and message are required"",
    ""success"": false",1. Send POST with incomplete data | 2. Verify validation error,Status code is 400 | Response is valid JSON | success is false | error indicates missing fields,y
TestCase11: Contact,TC-CONT-003,US-CONT-002,Verify admin can view all contact messages,/api/contact/messages,GET,Functional,High,Admin logged in and messages exist,Authorization: Bearer <admin_token>,None,200,success=true | data=[messages] | count,1. Login as admin | 2. Send GET to messages | 3. Verify messages returned,Status code is 200 | Response is valid JSON | success is true | data is array | count matches array length | Each message has id/name/email/subject/message/status/created_at |  | Save Last Message ID in conston and json utility,y
TestCase11: Contact,TC-CONT-004,US-CONT-002,Verify non-admin cannot view contact messages,/api/contact/messages,GET,Security,High,Regular user logged in,Authorization: Bearer <user_token>,None,403,"    ""error"": ""Admin privileges required"",
    ""success"": false",1. Login as user | 2. Send GET to messages | 3. Verify access denied,Status code is 403 | Response is valid JSON | success is false,y
TestCase11: Contact,TC-CONT-005,US-CONT-003,Verify admin can respond to contact message,/api/contact/messages/{id}/respond,POST,Functional,High,Admin logged in and message exists use last message from TC-CONT-003,Authorization: Bearer <admin_token>,"{""response"": ""Thank you for contacting us. We will help you...""}",200,success=true | message='Response sent successfully' ,1. Login as admin | 2. Get message | 3. Send POST with response | 4. Verify sent,Status code is 200 | Response is valid JSON | success is true | message is 'Response sent successfully' | data shows updated status and response,y
TestCase11: Contact,TC-CONT-006,US-CONT-003,Verify respond fails for non-existent message,/api/contact/messages/9999/respond,POST,Negative,Medium,Admin logged in,Authorization: Bearer <admin_token>,"{""response"": ""Test""}",404,"    ""error"": ""Message not found"",
    ""success"": false",1. Login as admin | 2. Send POST with invalid message ID | 3. Verify error,Status code is 404 | Response is valid JSON | success is false,y
TestCase11: Contact,TC-CONT-007,US-CONT-003,Verify non-admin cannot respond to messages,/api/contact/messages/{id}/respond,POST,Security,High,Regular user logged in and message exists,Authorization: Bearer <user_token>,"{""response"": ""Test""}",403,"   ""error"": ""Admin privileges required"",
    ""success"": false",1. Login as user | 2. Send POST to respond | 3. Verify access denied,Status code is 403 | Response is valid JSON | success is false,y
TestCase12: Wishlist,TC-WISH-001,US-WISH-001,Verify user can add product to wishlist,/api/wishlist,POST,Functional,High,"User logged in and product exists
user_id from ids.json using jsonutility
+
product_id from ids.json using jsonutility",Authorization: Bearer <user_token>,"
    ""user_id"": {{user_id}},
    ""product_id"": {{product_id}}
",201,"    ""message"": ""Product added to wishlist successfully"",
    ""success"": true",1. Login as user | 2. Send POST to add to wishlist | 3. Verify added,Status code is 201 | Response is valid JSON | success is true | message indicates successful addition ,y
TestCase12: Wishlist,TC-WISH-002,US-WISH-001,Verify add to wishlist fails for non-existent product,/api/wishlist,POST,Negative,Medium,User logged in,Authorization: Bearer <user_token>,"
    ""user_id"": {{user_id}},
    ""product_id"": 999999
",404,"    ""error"": ""Product not found"",
    ""success"": false",1. Login as user | 2. Send POST with invalid product_id | 3. Verify error,Status code is 404 | Response is valid JSON | success is false,y
TestCase12: Wishlist,TC-WISH-003,US-WISH-001,Verify user cannot add same product to wishlist twice,/api/wishlist,POST,Negative,Medium,"User logged in and product exists
user_id from ids.json using jsonutility
+
product_id from ids.json using jsonutility",Authorization: Bearer <user_token>,"
    ""user_id"": {{user_id}},
    ""product_id"": {{product_id}}
",400,"""error"": ""Product already in wishlist"",
    ""success"": false",1. Login as user | 2. Add product to wishlist | 3. Try adding again | 4. Verify error,Status code is 400 | Response is valid JSON | success is false | error indicates duplicate,y
TestCase12: Wishlist,TC-WISH-004,US-WISH-002,Verify user can view their wishlist,/api/wishlist,GET,Functional,High,"User logged in with wishlist items
user_id from ids.json using jsonutility",Authorization: Bearer <user_token>,None,200,success=true | data=[wishlist items] | count,1. Login as user | 2. Add items to wishlist | 3. Send GET | 4. Verify wishlist,Status code is 200 | Response is valid JSON | success is true | data is array | count matches array length | Each item contains product details | save wishlist_item_id using jsonutility to ids.json,y
TestCase12: Wishlist,TC-WISH-005,US-WISH-002,Verify empty wishlist returns empty array,/api/wishlist,GET,Functional,Medium,User logged in with empty wishlist,Authorization: Bearer <new-user_token>,None,200,success=true | data=[] | count=0,1. Login as user | 2. Ensure wishlist empty | 3. Send GET | 4. Verify empty,Status code is 200 | Response is valid JSON | data is empty array | count is 0,y
TestCase12: Wishlist,TC-WISH-006,US-WISH-003,Verify user can remove product from wishlist,/api/wishlist/{id},DELETE,Functional,High,User logged in with item in wishlist,Authorization: Bearer <user_token>,None,200,success=true | message='Product removed from wishlist' | data={removed item},1. Login as user | 2. Add item to wishlist | 3. Send DELETE | 4. Verify removed,Status code is 200 | Response is valid JSON | success is true | message confirms removal | data has removed item details | Subsequent GET shows item removed,y
TestCase12: Wishlist,TC-WISH-007,US-WISH-003,Verify remove from wishlist fails for non-existent item,/api/wishlist/{id},DELETE,Negative,Medium,"User logged in, get wishlist_item_id using jsonutlity from ids.json",Authorization: Bearer <user_token>,None,404,"    ""error"": ""Wishlist item not found"",
    ""success"": false",1. Login as user | 2. Send DELETE with invalid wishlist item ID | 3. Verify error,Status code is 404 | Response is valid JSON | success is false,y
